Castle Name,Latitude,Longitude,Google Maps Link,Wikipedia Link
Torre de Centum Cellas,40.377665,-7.34273,"https://www.google.com/maps?q=40.377665,-7.34273",https://pt.wikipedia.org/wiki/Torre_de_Centum_Cellas
Colmeal da Torre,40.385,-7.3325,"https://www.google.com/maps?q=40.385,-7.3325",https://pt.wikipedia.org/wiki/Colmeal_da_Torre
Castelo da Lousã,40.100405,-8.235424,"https://www.google.com/maps?q=40.100405,-8.235424",https://pt.wikipedia.org/wiki/Castelo_da_Lous%C3%A3
Fortaleza de Segura,39.82656,-6.980008,"https://www.google.com/maps?q=39.82656,-6.980008",https://pt.wikipedia.org/wiki/Fortaleza_de_Segura
Castelo de Avô,40.293133,-7.904417,"https://www.google.com/maps?q=40.293133,-7.904417",https://pt.wikipedia.org/wiki/Castelo_de_Av%C3%B4
Castelo de Germanelo,40.026208,-8.430253,"https://www.google.com/maps?q=40.026208,-8.430253",https://pt.wikipedia.org/wiki/Castelo_de_Germanelo
Castelo de Arouce,40.100405,-8.235424,"https://www.google.com/maps?q=40.100405,-8.235424",https://pt.wikipedia.org/wiki/Castelo_de_Arouce
Torre de São Cornélio,40.377665,-7.34273,"https://www.google.com/maps?q=40.377665,-7.34273",https://pt.wikipedia.org/wiki/Torre_de_S%C3%A3o_Corn%C3%A9lio
Castelo de Penacova,40.26666667,-8.26666667,"https://www.google.com/maps?q=40.26666667,-8.26666667",https://pt.wikipedia.org/wiki/Castelo_de_Penacova
Castelo de Montemor-o-Velho,40.174942,-8.684181,"https://www.google.com/maps?q=40.174942,-8.684181",https://pt.wikipedia.org/wiki/Castelo_de_Montemor-o-Velho
Castelo de Penela,40.031211,-8.390519,"https://www.google.com/maps?q=40.031211,-8.390519",https://pt.wikipedia.org/wiki/Castelo_de_Penela
Castelo de Soure,40.056947,-8.626103,"https://www.google.com/maps?q=40.056947,-8.626103",https://pt.wikipedia.org/wiki/Castelo_de_Soure
Torre de Anto,40.209864,-8.428349,"https://www.google.com/maps?q=40.209864,-8.428349",https://pt.wikipedia.org/wiki/Torre_de_Anto
Forte de Santa Catarina,40.148035,-8.866312,"https://www.google.com/maps?q=40.148035,-8.866312",https://pt.wikipedia.org/wiki/Forte_de_Santa_Catarina
Torre de Redondos,40.166815,-8.877056,"https://www.google.com/maps?q=40.166815,-8.877056",https://pt.wikipedia.org/wiki/Torre_de_Redondos
Castelo da Guarda,40.5375,-7.27166667,"https://www.google.com/maps?q=40.5375,-7.27166667",https://pt.wikipedia.org/wiki/Castelo_da_Guarda
Castelo da Mêda,40.963156,-7.264006,"https://www.google.com/maps?q=40.963156,-7.264006",https://pt.wikipedia.org/wiki/Castelo_da_M%C3%AAda
Castelo de Redondos,40.166815,-8.877056,"https://www.google.com/maps?q=40.166815,-8.877056",https://pt.wikipedia.org/wiki/Castelo_de_Redondos
Castelo Bom,40.620277777778,-6.9005555555556,"https://www.google.com/maps?q=40.620277777778,-6.9005555555556",https://pt.wikipedia.org/wiki/Castelo_Bom
Castelo Melhor,41.026066,-7.064812,"https://www.google.com/maps?q=41.026066,-7.064812",https://pt.wikipedia.org/wiki/Castelo_Melhor
Castelo Rodrigo,40.875555555556,-6.9638888888889,"https://www.google.com/maps?q=40.875555555556,-6.9638888888889",https://pt.wikipedia.org/wiki/Castelo_Rodrigo
Castelo de Folgosinho,40.51102778,-7.51216667,"https://www.google.com/maps?q=40.51102778,-7.51216667",https://pt.wikipedia.org/wiki/Castelo_de_Folgosinho
